overall,asin,reviewerID,cluster,brand,highlight,asin2,reviewerID2,main_suggestions,second_suggestions
5.0,1502352745,ALS5PY9MU4FRL,2,Visit Amazon's Adriana Locke Page,0,933,238,"{'1502352745', '1507548095', '1544648006', '1539499944', '1981577165', '1974036472', '1986571041', '1492131016', '1544803575', '153979301X'}","{'1502352745', '1507548095', '1544648006', '1539499944', '1981577165', '1974036472', '1986571041', '1492131016', '1544803575', '153979301X'}"
4.0,1502319292,AKM9W2IRYH77B,1,Visit Amazon's Bella Jewel Page,0,934,255,"{'1476772479', '1492254398', '1493780786', '1502319292', '1493729454', '0989776018', '1547264667', '1506140750', '148261376X', '1476754144'}","{'1476772479', '1492254398', '1493780786', '1502319292', '1493729454', '0989776018', '1547264667', '1506140750', '148261376X', '1476754144'}"
5.0,1502319292,AFLUSKCVBJ8UG,2,Visit Amazon's Bella Jewel Page,0,934,322,"{'1476772479', '1492254398', '1493780786', '1502319292', '1493729454', '0989776018', '1547264667', '1506140750', '148261376X', '1476754144'}","{'1476772479', '1492254398', '1493780786', '1502319292', '1493729454', '0989776018', '1547264667', '1506140750', '148261376X', '1476754144'}"
5.0,1502388472,A2NNKUZDWQ5UGY,2,Visit Amazon's M. Mabie Page,0,935,288,"{'1502388472', '1484994566', '1943893098', '1940883792', '1925512029', '1479398772', '1946420131', '0345533666', '1546708693', '0984887873'}","{'1502388472', '1484994566', '1943893098', '1940883792', '1925512029', '1479398772', '1946420131', '0345533666', '1546708693', '0984887873'}"
3.0,1502388472,A2735JIVUDTBZ0,1,Visit Amazon's M. Mabie Page,0,935,140,"{'1502388472', '1484994566', '1943893098', '1940883792', '1925512029', '1479398772', '1946420131', '0345533666', '1546708693', '0984887873'}","{'1502388472', '1484994566', '1943893098', '1940883792', '1925512029', '1479398772', '1946420131', '0345533666', '1546708693', '0984887873'}"
5.0,1502388472,A325YEZFZEF3HM,2,Visit Amazon's M. Mabie Page,0,935,318,"{'1502388472', '1484994566', '1943893098', '1940883792', '1925512029', '1479398772', '1946420131', '0345533666', '1546708693', '0984887873'}","{'1502388472', '1484994566', '1943893098', '1940883792', '1925512029', '1479398772', '1946420131', '0345533666', '1546708693', '0984887873'}"
5.0,1502400480,ATQRXAKI5L0W1,2,Visit Amazon's Harper Sloan Page,1,936,417,"{'1718838514', '0997483202', '0989496023', '1503936600', '1943893438', '1492807249', '1476744955', '1502400480', '0985872586', '150102082X'}","{'1718838514', '0997483202', '0989496023', '1503936600', '1943893438', '1492807249', '1476744955', '1502400480', '0985872586', '150102082X'}"
4.0,1502400480,A28IQRXUU119XR,1,Visit Amazon's Harper Sloan Page,0,936,245,"{'1718838514', '0997483202', '0989496023', '1503936600', '1943893438', '1492807249', '1476744955', '1502400480', '0985872586', '150102082X'}","{'1718838514', '0997483202', '0989496023', '1503936600', '1943893438', '1492807249', '1476744955', '1502400480', '0985872586', '150102082X'}"
5.0,1502400480,A3K4HYYXZFODU2,2,Visit Amazon's Harper Sloan Page,0,936,326,"{'1718838514', '0997483202', '0989496023', '1503936600', '1943893438', '1492807249', '1476744955', '1502400480', '0985872586', '150102082X'}","{'1718838514', '0997483202', '0989496023', '1503936600', '1943893438', '1492807249', '1476744955', '1502400480', '0985872586', '150102082X'}"
5.0,1502400480,A2MRIMB8IRTC0N,2,Visit Amazon's Harper Sloan Page,0,936,209,"{'1718838514', '0997483202', '0989496023', '1503936600', '1943893438', '1492807249', '1476744955', '1502400480', '0985872586', '150102082X'}","{'1718838514', '0997483202', '0989496023', '1503936600', '1943893438', '1492807249', '1476744955', '1502400480', '0985872586', '150102082X'}"
5.0,1502400480,A1JLU5H1CCENWX,2,Visit Amazon's Harper Sloan Page,0,936,293,"{'1718838514', '0997483202', '0989496023', '1503936600', '1943893438', '1492807249', '1476744955', '1502400480', '0985872586', '150102082X'}","{'1718838514', '0997483202', '0989496023', '1503936600', '1943893438', '1492807249', '1476744955', '1502400480', '0985872586', '150102082X'}"
5.0,1502340895,A31P2M48UOW35P,2,Visit Amazon's K C Lynn Page,0,937,409,"{'153342974X', '1250083826', '1530303141', '1940941768', '1494563932', '1101946342', '1502340895', '0990584186', '168230969X', '150060884X'}","{'153342974X', '1250083826', '1530303141', '1940941768', '1494563932', '1101946342', '1502340895', '0990584186', '168230969X', '150060884X'}"
5.0,1502340895,A1FUH1O6FCTUYG,2,Visit Amazon's K C Lynn Page,0,937,383,"{'153342974X', '1250083826', '1530303141', '1940941768', '1494563932', '1101946342', '1502340895', '0990584186', '168230969X', '150060884X'}","{'153342974X', '1250083826', '1530303141', '1940941768', '1494563932', '1101946342', '1502340895', '0990584186', '168230969X', '150060884X'}"
5.0,1502327228,A3UV7BV3U6NA57,2,Visit Amazon's Kendall Ryan Page,0,938,56,"{'1502327228', '0385341679', '0385342063', '0990961206', '1499142978', '0062235656', '1936413604', '1455533254', '1499756194', '1495459225'}","{'1502327228', '0385341679', '0385342063', '0990961206', '1499142978', '0062235656', '1936413604', '1455533254', '1499756194', '1495459225'}"
5.0,1502327228,A2Z8VJHTV073M4,2,Visit Amazon's Kendall Ryan Page,0,938,138,"{'1502327228', '0385341679', '0385342063', '0990961206', '1499142978', '0062235656', '1936413604', '1455533254', '1499756194', '1495459225'}","{'1502327228', '0385341679', '0385342063', '0990961206', '1499142978', '0062235656', '1936413604', '1455533254', '1499756194', '1495459225'}"
4.0,1502327228,A33JTEMYGCO69V,1,Visit Amazon's Kendall Ryan Page,0,938,151,"{'1502327228', '0385341679', '0385342063', '0990961206', '1499142978', '0062235656', '1936413604', '1455533254', '1499756194', '1495459225'}","{'1502327228', '0385341679', '0385342063', '0990961206', '1499142978', '0062235656', '1936413604', '1455533254', '1499756194', '1495459225'}"
4.0,1502446936,AJ293T1MBB2TD,1,Visit Amazon's Penelope Ward Page,0,939,89,"{'1502352745', '1535186151', '0141340231', '0373211104', '1522863915', '194800481X', '1492131016', '1495472418', '1936305380', '1502446936'}","{'1502352745', '1535186151', '0141340231', '0373211104', '1522863915', '194800481X', '1492131016', '1495472418', '1936305380', '1502446936'}"
5.0,1502446936,A2CM8FV0PZDQQ6,2,Visit Amazon's Penelope Ward Page,0,939,202,"{'1502352745', '1535186151', '0141340231', '0373211104', '1522863915', '194800481X', '1492131016', '1495472418', '1936305380', '1502446936'}","{'1502352745', '1535186151', '0141340231', '0373211104', '1522863915', '194800481X', '1492131016', '1495472418', '1936305380', '1502446936'}"
5.0,1502446936,ALS5PY9MU4FRL,2,Visit Amazon's Penelope Ward Page,0,939,238,"{'1502352745', '1535186151', '0141340231', '0373211104', '1522863915', '194800481X', '1492131016', '1495472418', '1936305380', '1502446936'}","{'1502352745', '1535186151', '0141340231', '0373211104', '1522863915', '194800481X', '1492131016', '1495472418', '1936305380', '1502446936'}"
4.0,1502446936,A34JRGRUMOD5GO,1,Visit Amazon's Penelope Ward Page,0,939,58,"{'1502352745', '1535186151', '0141340231', '0373211104', '1522863915', '194800481X', '1492131016', '1495472418', '1936305380', '1502446936'}","{'1502352745', '1535186151', '0141340231', '0373211104', '1522863915', '194800481X', '1492131016', '1495472418', '1936305380', '1502446936'}"
4.0,1502446936,A11WDELD5KF3HP,1,Visit Amazon's Penelope Ward Page,0,939,150,"{'1502352745', '1535186151', '0141340231', '0373211104', '1522863915', '194800481X', '1492131016', '1495472418', '1936305380', '1502446936'}","{'1502352745', '1535186151', '0141340231', '0373211104', '1522863915', '194800481X', '1492131016', '1495472418', '1936305380', '1502446936'}"
5.0,1502446936,A3BFYXLSAD5YCL,2,Visit Amazon's Penelope Ward Page,0,939,214,"{'1502352745', '1535186151', '0141340231', '0373211104', '1522863915', '194800481X', '1492131016', '1495472418', '1936305380', '1502446936'}","{'1502352745', '1535186151', '0141340231', '0373211104', '1522863915', '194800481X', '1492131016', '1495472418', '1936305380', '1502446936'}"
3.0,1502541858,A1ZZX5TYBUYSZH,1,Visit Amazon's Jamie McGuire Page,0,940,284,"{'1500417483', '1633500004', '1939962668', '197951951X', '0990738825', '194220602X', '0821777467', '1940673763', '1409155684', '1502541858'}","{'1500417483', '1633500004', '1939962668', '197951951X', '0990738825', '194220602X', '0821777467', '1940673763', '1409155684', '1502541858'}"
5.0,1502718766,A2FG1503QY5C1V,2,Visit Amazon's M. Never Page,1,941,325,"{'1455568023', '1502718766', '1500648051', '1101967455', '1511933496', '1508685878', '1506110916', '1942874014', '0990429261', '1939962315'}","{'1455568023', '1502718766', '1500648051', '1101967455', '1511933496', '1508685878', '1506110916', '1942874014', '0990429261', '1939962315'}"
3.0,1502718766,A3PT210CN7YJB3,1,Visit Amazon's M. Never Page,0,941,182,"{'1455568023', '1502718766', '1500648051', '1101967455', '1511933496', '1508685878', '1506110916', '1942874014', '0990429261', '1939962315'}","{'1455568023', '1502718766', '1500648051', '1101967455', '1511933496', '1508685878', '1506110916', '1942874014', '0990429261', '1939962315'}"
5.0,1502541858,AUHZKF9EEKHLQ,2,Visit Amazon's Jamie McGuire Page,0,940,391,"{'1500417483', '1633500004', '1939962668', '197951951X', '0990738825', '194220602X', '0821777467', '1940673763', '1409155684', '1502541858'}","{'1500417483', '1633500004', '1939962668', '197951951X', '0990738825', '194220602X', '0821777467', '1940673763', '1409155684', '1502541858'}"
4.0,1502705451,A151CWWBAJK2N2,1,Visit Amazon's Mia Sheridan Page,0,942,328,"{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}","{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}"
4.0,1502705451,A1E9DAKE9AFGAN,1,Visit Amazon's Mia Sheridan Page,0,942,160,"{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}","{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}"
4.0,1502705451,A8I84UEKQ4ILP,1,Visit Amazon's Mia Sheridan Page,0,942,274,"{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}","{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}"
5.0,1502705451,A248H1V54Z4HZ9,2,Visit Amazon's Mia Sheridan Page,0,942,223,"{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}","{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}"
5.0,1502705451,A34BRH9R7DHXWU,2,Visit Amazon's Mia Sheridan Page,0,942,167,"{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}","{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}"
5.0,1502705451,AKGBH1WWI5M8R,2,Visit Amazon's Mia Sheridan Page,0,942,407,"{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}","{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}"
5.0,1502705451,A31VVIXC2P84GG,2,Visit Amazon's Mia Sheridan Page,0,942,75,"{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}","{'1101885866', '1508941297', '125007519X', '1250074134', '1530303141', '0062310631', '1502705451', '0099554798', '0451466683', '0451417054'}"
3.0,1502800853,A2S5EPJ451WL3I,1,Visit Amazon's C.M. Owens Page,0,943,398,"{'1502800853', '0989982432', '1940883148', '034550075X', '153947643X', '1530173922', '146352210X', '1507666233', '1481060953', '1939392756'}","{'1502800853', '0989982432', '1940883148', '034550075X', '153947643X', '1530173922', '146352210X', '1507666233', '1481060953', '1939392756'}"
4.0,1502800853,A1ZN09YCBHQIFJ,1,Visit Amazon's C.M. Owens Page,0,943,171,"{'1502800853', '0989982432', '1940883148', '034550075X', '153947643X', '1530173922', '146352210X', '1507666233', '1481060953', '1939392756'}","{'1502800853', '0989982432', '1940883148', '034550075X', '153947643X', '1530173922', '146352210X', '1507666233', '1481060953', '1939392756'}"
5.0,1502800853,A1WPQDW5RGAM9S,2,Visit Amazon's C.M. Owens Page,0,943,139,"{'1502800853', '0989982432', '1940883148', '034550075X', '153947643X', '1530173922', '146352210X', '1507666233', '1481060953', '1939392756'}","{'1502800853', '0989982432', '1940883148', '034550075X', '153947643X', '1530173922', '146352210X', '1507666233', '1481060953', '1939392756'}"
5.0,1502800853,A21P46OY40BP9B,2,Visit Amazon's C.M. Owens Page,0,943,232,"{'1502800853', '0989982432', '1940883148', '034550075X', '153947643X', '1530173922', '146352210X', '1507666233', '1481060953', '1939392756'}","{'1502800853', '0989982432', '1940883148', '034550075X', '153947643X', '1530173922', '146352210X', '1507666233', '1481060953', '1939392756'}"
5.0,1502800853,A3N9UT7F50XA6L,2,Visit Amazon's C.M. Owens Page,0,943,174,"{'1502800853', '0989982432', '1940883148', '034550075X', '153947643X', '1530173922', '146352210X', '1507666233', '1481060953', '1939392756'}","{'1502800853', '0989982432', '1940883148', '034550075X', '153947643X', '1530173922', '146352210X', '1507666233', '1481060953', '1939392756'}"
5.0,150286519X,A15EI56DL57DZC,2,Visit Amazon's Chelle Bliss Page,0,944,233,"{'1548621714', '0615857272', '1518729371', '1936413795', '149594123X', '150286519X', '1943893462', '1549765892', '0990678849', '153273669X'}","{'1548621714', '0615857272', '1518729371', '1936413795', '149594123X', '150286519X', '1943893462', '1549765892', '0990678849', '153273669X'}"
5.0,150286519X,A2L15MBNQU7O6G,2,Visit Amazon's Chelle Bliss Page,0,944,142,"{'1548621714', '0615857272', '1518729371', '1936413795', '149594123X', '150286519X', '1943893462', '1549765892', '0990678849', '153273669X'}","{'1548621714', '0615857272', '1518729371', '1936413795', '149594123X', '150286519X', '1943893462', '1549765892', '0990678849', '153273669X'}"
3.0,150286519X,A3S3O6L6SZL8KV,1,Visit Amazon's Chelle Bliss Page,0,944,212,"{'1548621714', '0615857272', '1518729371', '1936413795', '149594123X', '150286519X', '1943893462', '1549765892', '0990678849', '153273669X'}","{'1548621714', '0615857272', '1518729371', '1936413795', '149594123X', '150286519X', '1943893462', '1549765892', '0990678849', '153273669X'}"
5.0,150286519X,AY17DZYGNYJ0L,2,Visit Amazon's Chelle Bliss Page,0,944,285,"{'1548621714', '0615857272', '1518729371', '1936413795', '149594123X', '150286519X', '1943893462', '1549765892', '0990678849', '153273669X'}","{'1548621714', '0615857272', '1518729371', '1936413795', '149594123X', '150286519X', '1943893462', '1549765892', '0990678849', '153273669X'}"
3.0,1502885689,A2S5EPJ451WL3I,1,Mr Christopher G Nuttall,0,945,398,"{'0544022491', '1926527259', '0061726834', '1502885689', '0062217089', '1477817484', '153947643X', '1530173922', '153463455X', '146352210X'}","{'0544022491', '1926527259', '0061726834', '1502885689', '0062217089', '1477817484', '153947643X', '1530173922', '153463455X', '146352210X'}"
2.0,1502885689,A2WW57XX2UVLM6,0,Mr Christopher G Nuttall,0,945,26,"{'0544022491', '1926527259', '0061726834', '1502885689', '0062217089', '1477817484', '153947643X', '1530173922', '153463455X', '146352210X'}","{'0544022491', '1926527259', '0061726834', '1502885689', '0062217089', '1477817484', '153947643X', '1530173922', '153463455X', '146352210X'}"
5.0,1503014118,A2PZA5XB74EIDB,2,Visit Amazon's Krystal Shannan Page,0,946,413,"{'153469868X', '153342974X', '1926527259', '1539341348', '1978318634', '153557657X', '1497586097', '1544803575', '1503014118', '1542791839'}","{'153469868X', '153342974X', '1926527259', '1539341348', '1978318634', '153557657X', '1497586097', '1544803575', '1503014118', '1542791839'}"
5.0,1503295419,A1C5F13T4XA9MY,2,Visit Amazon's Rebecca Yarros Page,0,947,334,"{'1682305139', '0385342063', '0615868401', '1944565140', '1530303141', '0062235656', '1682304302', '1494558084', '1503295419', '1522775889'}","{'1682305139', '0385342063', '0615868401', '1944565140', '1530303141', '0062235656', '1682304302', '1494558084', '1503295419', '1522775889'}"
5.0,1503295419,A3UV7BV3U6NA57,2,Visit Amazon's Rebecca Yarros Page,0,947,56,"{'1682305139', '0385342063', '0615868401', '1944565140', '1530303141', '0062235656', '1682304302', '1494558084', '1503295419', '1522775889'}","{'1682305139', '0385342063', '0615868401', '1944565140', '1530303141', '0062235656', '1682304302', '1494558084', '1503295419', '1522775889'}"
